Season,Date,Time,Home,Away,Result
2016/2017,04/11/2016,19:30,Ruch,Lech Poznan,A
2016/2017,05/11/2016,14:30,Termalica B-B.,Korona Kielce,A
2016/2017,05/11/2016,17:00,Jagiellonia,Piast Gliwice,H
2016/2017,05/11/2016,19:30,Lechia Gdansk,Pogon Szczecin,D
2016/2017,06/11/2016,14:30,Slask Wroclaw,Zaglebie,H
2016/2017,06/11/2016,14:30,Wisla,Leczna,H
2016/2017,06/11/2016,17:00,Legia,Cracovia,H
2016/2017,18/11/2016,17:00,Piast Gliwice,Cracovia,D
2016/2017,18/11/2016,19:30,Jagiellonia,Legia,A
2016/2017,19/11/2016,14:30,Leczna,Ruch,A
2016/2017,19/11/2016,17:00,Pogon Szczecin,Wisla,H
2016/2017,19/11/2016,19:30,Lechia Gdansk,Wisla Plock,H
2016/2017,20/11/2016,14:30,Arka Gdynia,Termalica B-B.,A
2016/2017,20/11/2016,17:00,Lech Poznan,Slask Wroclaw,H
2016/2017,21/11/2016,17:00,Korona Kielce,Zaglebie,H
2016/2017,25/11/2016,17:00,Cracovia,Termalica B-B.,A
2016/2017,25/11/2016,19:30,Zaglebie,Lech Poznan,A
2016/2017,26/11/2016,14:30,Korona Kielce,Pogon Szczecin,H
2016/2017,26/11/2016,17:00,Ruch,Jagiellonia,A
2016/2017,26/11/2016,19:30,Wisla,Arka Gdynia,H
2016/2017,27/11/2016,14:30,Wisla Plock,Piast Gliwice,D
2016/2017,27/11/2016,17:00,Slask Wroclaw,Legia,A
2016/2017,28/11/2016,17:00,Lechia Gdansk,Leczna,H
2016/2017,02/12/2016,17:00,Termalica B-B.,Zaglebie,A
2016/2017,02/12/2016,19:30,Legia,Wisla Plock,D
2016/2017,03/12/2016,14:30,Piast Gliwice,Korona Kielce,H
2016/2017,03/12/2016,17:00,Slask Wroclaw,Pogon Szczecin,D
2016/2017,03/12/2016,19:30,Wisla,Lechia Gdansk,H
2016/2017,04/12/2016,14:30,Cracovia,Leczna,D
2016/2017,04/12/2016,17:00,Jagiellonia,Lech Poznan,H
2016/2017,05/12/2016,17:00,Ruch,Arka Gdynia,A
2016/2017,09/12/2016,17:00,Pogon Szczecin,Zaglebie,D
2016/2017,09/12/2016,19:30,Lechia Gdansk,Slask Wroclaw,H
2016/2017,10/12/2016,14:30,Leczna,Termalica B-B.,H
2016/2017,10/12/2016,17:00,Wisla Plock,Ruch,H
2016/2017,10/12/2016,19:30,Wisla,Cracovia,D
2016/2017,11/12/2016,14:30,Lech Poznan,Korona Kielce,H
2016/2017,11/12/2016,17:00,Piast Gliwice,Legia,A
2016/2017,12/12/2016,17:00,Arka Gdynia,Jagiellonia,A
2016/2017,16/12/2016,17:00,Termalica B-B.,Pogon Szczecin,H
2016/2017,16/12/2016,19:30,Ruch,Wisla,H
2016/2017,17/12/2016,14:30,Korona Kielce,Lechia Gdansk,H
2016/2017,17/12/2016,17:00,Jagiellonia,Wisla Plock,A
2016/2017,17/12/2016,19:30,Cracovia,Lech Poznan,D
2016/2017,18/12/2016,14:30,Slask Wroclaw,Arka Gdynia,A
2016/2017,18/12/2016,17:00,Legia,Leczna,H
2016/2017,19/12/2016,17:00,Zaglebie,Piast Gliwice,H
2016/2017,10/02/2017,17:00,Ruch,Cracovia,A
2016/2017,10/02/2017,19:30,Lech Poznan,Termalica B-B.,H
2016/2017,11/02/2017,17:00,Wisla,Korona Kielce,H
2016/2017,11/02/2017,19:30,Arka Gdynia,Legia,A
2016/2017,12/02/2017,14:30,Wisla Plock,Slask Wroclaw,D
2016/2017,12/02/2017,17:00,Lechia Gdansk,Jagiellonia,H
2016/2017,13/02/2017,17:00,Pogon Szczecin,Piast Gliwice,H
2016/2017,17/02/2017,17:00,Jagiellonia,Leczna,H
2016/2017,17/02/2017,19:30,Termalica B-B.,Lechia Gdansk,D
2016/2017,18/02/2017,14:30,Korona Kielce,Wisla Plock,H
2016/2017,18/02/2017,17:00,Slask Wroclaw,Wisla,H
2016/2017,18/02/2017,19:30,Piast Gliwice,Lech Poznan,A
2016/2017,19/02/2017,14:30,Cracovia,Pogon Szczecin,D
2016/2017,19/02/2017,17:00,Legia,Ruch,A
2016/2017,20/02/2017,17:00,Zaglebie,Arka Gdynia,H
2016/2017,24/02/2017,17:00,Arka Gdynia,Korona Kielce,H
2016/2017,24/02/2017,19:30,Pogon Szczecin,Lech Poznan,A
2016/2017,25/02/2017,14:30,Wisla Plock,Zaglebie,H
2016/2017,25/02/2017,17:00,Lechia Gdansk,Cracovia,H
2016/2017,25/02/2017,19:30,Wisla,Jagiellonia,H
2016/2017,26/02/2017,14:30,Leczna,Piast Gliwice,H
2016/2017,26/02/2017,17:00,Legia,Termalica B-B.,D
2016/2017,27/02/2017,17:00,Ruch,Slask Wroclaw,H
2016/2017,03/03/2017,17:00,Korona Kielce,Leczna,H
2016/2017,03/03/2017,19:30,Zaglebie,Legia,A
2016/2017,04/03/2017,14:30,Cracovia,Arka Gdynia,D
2016/2017,04/03/2017,17:00,Termalica B-B.,Ruch,D
2016/2017,04/03/2017,19:30,Piast Gliwice,Wisla,A
2016/2017,05/03/2017,14:30,Jagiellonia,Slask Wroclaw,H
2016/2017,05/03/2017,17:00,Lech Poznan,Lechia Gdansk,H
2016/2017,06/03/2017,17:00,Pogon Szczecin,Wisla Plock,D
2016/2017,07/03/2017,17:00,Leczna,Zaglebie,A
2016/2017,10/03/2017,17:10,Slask Wroclaw,Piast Gliwice,A
2016/2017,10/03/2017,19:30,Arka Gdynia,Lech Poznan,A
2016/2017,11/03/2017,14:30,Wisla Plock,Termalica B-B.,H
2016/2017,11/03/2017,17:00,Ruch,Lechia Gdansk,H
2016/2017,11/03/2017,19:30,Jagiellonia,Korona Kielce,H
2016/2017,12/03/2017,14:30,Leczna,Pogon Szczecin,D
2016/2017,12/03/2017,17:00,Legia,Wisla,H
2016/2017,13/03/2017,17:00,Cracovia,Zaglebie,D
2016/2017,17/03/2017,17:00,Termalica B-B.,Slask Wroclaw,A
2016/2017,17/03/2017,19:30,Wisla,Wisla Plock,H
2016/2017,18/03/2017,14:30,Piast Gliwice,Arka Gdynia,H
2016/2017,18/03/2017,17:00,Zaglebie,Ruch,A
2016/2017,18/03/2017,19:30,Pogon Szczecin,Jagiellonia,D
2016/2017,19/03/2017,14:30,Korona Kielce,Cracovia,H
2016/2017,19/03/2017,14:30,Lech Poznan,Leczna,D
2016/2017,19/03/2017,17:00,Lechia Gdansk,Legia,A
2016/2017,31/03/2017,17:00,Slask Wroclaw,Korona Kielce,H
2016/2017,31/03/2017,19:30,Wisla,Lech Poznan,D
2016/2017,01/04/2017,14:30,Arka Gdynia,Leczna,A
2016/2017,01/04/2017,17:00,Wisla Plock,Cracovia,H
2016/2017,01/04/2017,19:30,Legia,Pogon Szczecin,H
2016/2017,02/04/2017,14:30,Jagiellonia,Termalica B-B.,H
2016/2017,02/04/2017,17:00,Lechia Gdansk,Zaglebie,H
2016/2017,03/04/2017,17:00,Ruch,Piast Gliwice,D
2016/2017,07/04/2017,17:00,Cracovia,Slask Wroclaw,H
2016/2017,07/04/2017,19:30,Zaglebie,Jagiellonia,A
2016/2017,08/04/2017,14:30,Leczna,Wisla Plock,A
2016/2017,08/04/2017,17:00,Pogon Szczecin,Arka Gdynia,H
2016/2017,08/04/2017,19:30,Termalica B-B.,Wisla,A
2016/2017,09/04/2017,14:30,Piast Gliwice,Lechia Gdansk,D
2016/2017,09/04/2017,17:00,Lech Poznan,Legia,A
2016/2017,10/04/2017,17:00,Korona Kielce,Ruch,H
2016/2017,15/04/2017,14:30,Ruch,Pogon Szczecin,A
2016/2017,15/04/2017,14:30,Slask Wroclaw,Leczna,D
2016/2017,15/04/2017,17:00,Jagiellonia,Cracovia,D
2016/2017,15/04/2017,19:30,Wisla Plock,Lech Poznan,A
2016/2017,17/04/2017,14:30,Legia,Korona Kielce,D
2016/2017,17/04/2017,14:30,Termalica B-B.,Piast Gliwice,H
2016/2017,17/04/2017,17:00,Lechia Gdansk,Arka Gdynia,H
2016/2017,17/04/2017,17:00,Wisla,Zaglebie,H
2016/2017,22/04/2017,17:00,Arka Gdynia,Wisla Plock,D
2016/2017,22/04/2017,17:00,Cracovia,Legia,A
2016/2017,22/04/2017,17:00,Korona Kielce,Termalica B-B.,A
2016/2017,22/04/2017,17:00,Lech Poznan,Ruch,H
2016/2017,22/04/2017,17:00,Leczna,Wisla,H
2016/2017,22/04/2017,17:00,Piast Gliwice,Jagiellonia,A
2016/2017,22/04/2017,17:00,Pogon Szczecin,Lechia Gdansk,H
2016/2017,22/04/2017,17:00,Zaglebie,Slask Wroclaw,D
2016/2017,28/04/2017,17:00,Arka Gdynia,Piast Gliwice,D
2016/2017,28/04/2017,19:30,Lech Poznan,Korona Kielce,H
2016/2017,29/04/2017,14:30,Wisla Plock,Ruch,D
2016/2017,29/04/2017,17:00,Slask Wroclaw,Leczna,A
2016/2017,29/04/2017,19:30,Lechia Gdansk,Termalica B-B.,H
2016/2017,30/04/2017,14:30,Jagiellonia,Pogon Szczecin,H
2016/2017,30/04/2017,17:00,Legia,Wisla,D
2016/2017,01/05/2017,17:00,Zaglebie,Cracovia,D
2016/2017,05/05/2017,17:00,Ruch,Zaglebie,D
2016/2017,05/05/2017,19:30,Korona Kielce,Jagiellonia,D
2016/2017,06/05/2017,14:30,Piast Gliwice,Slask Wroclaw,H
2016/2017,06/05/2017,17:00,Leczna,Wisla Plock,A
2016/2017,06/05/2017,19:30,Wisla,Lechia Gdansk,A
2016/2017,07/05/2017,14:30,Termalica B-B.,Lech Poznan,A
2016/2017,07/05/2017,17:00,Pogon Szczecin,Legia,A
2016/2017,08/05/2017,17:00,Cracovia,Arka Gdynia,H
2016/2017,12/05/2017,17:00,Zaglebie,Piast Gliwice,H
2016/2017,12/05/2017,19:30,Arka Gdynia,Leczna,H
2016/2017,13/05/2017,14:30,Jagiellonia,Wisla,H
2016/2017,13/05/2017,17:00,Slask Wroclaw,Ruch,H
2016/2017,13/05/2017,19:30,Wisla Plock,Cracovia,D
2016/2017,14/05/2017,14:30,Lech Poznan,Pogon Szczecin,H
2016/2017,14/05/2017,14:30,Lechia Gdansk,Korona Kielce,D
2016/2017,14/05/2017,17:00,Legia,Termalica B-B.,H
2016/2017,16/05/2017,17:00,Arka Gdynia,Wisla Plock,A
2016/2017,16/05/2017,17:00,Leczna,Cracovia,H
2016/2017,16/05/2017,19:30,Ruch,Piast Gliwice,A
2016/2017,16/05/2017,19:30,Zaglebie,Slask Wroclaw,H
2016/2017,17/05/2017,17:00,Korona Kielce,Wisla,H
2016/2017,17/05/2017,17:00,Lechia Gdansk,Jagiellonia,H
2016/2017,17/05/2017,19:30,Legia,Lech Poznan,H
2016/2017,17/05/2017,19:30,Pogon Szczecin,Termalica B-B.,D
2016/2017,19/05/2017,17:00,Slask Wroclaw,Arka Gdynia,H
2016/2017,19/05/2017,19:30,Cracovia,Ruch,H
2016/2017,20/05/2017,14:30,Wisla Plock,Zaglebie,A
2016/2017,20/05/2017,17:00,Piast Gliwice,Leczna,H
2016/2017,20/05/2017,19:30,Wisla,Pogon Szczecin,H
2016/2017,21/05/2017,14:30,Lech Poznan,Lechia Gdansk,D
2016/2017,21/05/2017,17:00,Jagiellonia,Legia,D
2016/2017,22/05/2017,17:00,Termalica B-B.,Korona Kielce,A
2016/2017,27/05/2017,17:00,Arka Gdynia,Ruch,D
2016/2017,27/05/2017,17:00,Leczna,Zaglebie,A
2016/2017,27/05/2017,17:00,Piast Gliwice,Wisla Plock,H
2016/2017,27/05/2017,17:00,Slask Wroclaw,Cracovia,H
2016/2017,28/05/2017,17:00,Korona Kielce,Legia,A
2016/2017,28/05/2017,17:00,Lech Poznan,Wisla,H
2016/2017,28/05/2017,17:00,Lechia Gdansk,Pogon Szczecin,H
2016/2017,28/05/2017,17:00,Termalica B-B.,Jagiellonia,A
2016/2017,02/06/2017,19:30,Cracovia,Piast Gliwice,A
2016/2017,02/06/2017,19:30,Wisla Plock,Slask Wroclaw,A
2016/2017,02/06/2017,19:30,Ruch,Leczna,D
2016/2017,02/06/2017,19:30,Zaglebie,Arka Gdynia,A
2016/2017,04/06/2017,17:00,Jagiellonia,Lech Poznan,D
2016/2017,04/06/2017,17:00,Legia,Lechia Gdansk,D
2016/2017,04/06/2017,17:00,Pogon Szczecin,Korona Kielce,H
2016/2017,04/06/2017,17:00,Wisla,Termalica B-B.,A
2017/2018,14/07/2017,17:00,Wisla Plock,Lechia Gdansk,A
2017/2018,14/07/2017,19:30,Pogon Szczecin,Wisla,A
2017/2018,15/07/2017,17:00,Cracovia,Piast Gliwice,D
2017/2018,15/07/2017,19:30,Gornik Z.,Legia,H
2017/2018,16/07/2017,14:30,Arka Gdynia,Slask Wroclaw,H
2017/2018,16/07/2017,14:30,Termalica B-B.,Jagiellonia,A
2017/2018,16/07/2017,17:00,Lech Poznan,Sandecja Nowy S.,D
2017/2018,17/07/2017,17:00,Korona Kielce,Zaglebie,A
2017/2018,21/07/2017,17:00,Sandecja Nowy S.,Arka Gdynia,D
2017/2018,21/07/2017,19:30,Wisla,Termalica B-B.,H
2017/2018,22/07/2017,14:30,Piast Gliwice,Pogon Szczecin,A
2017/2018,22/07/2017,17:00,Lechia Gdansk,Cracovia,A
2017/2018,22/07/2017,19:30,Legia,Korona Kielce,D
2017/2018,23/07/2017,14:30,Wisla Plock,Lech Poznan,H
2017/2018,23/07/2017,17:00,Jagiellonia,Gornik Z.,H
2017/2018,24/07/2017,17:00,Zaglebie,Slask Wroclaw,H
2017/2018,28/07/2017,17:00,Termalica B-B.,Zaglebie,D
2017/2018,28/07/2017,19:30,Slask Wroclaw,Lechia Gdansk,H
2017/2018,29/07/2017,17:00,Legia,Sandecja Nowy S.,H
2017/2018,29/07/2017,19:30,Gornik Z.,Wisla,H
2017/2018,30/07/2017,14:30,Arka Gdynia,Wisla Plock,D
2017/2018,30/07/2017,14:30,Pogon Szczecin,Jagiellonia,A
2017/2018,30/07/2017,17:00,Lech Poznan,Piast Gliwice,H
2017/2018,31/07/2017,17:00,Korona Kielce,Cracovia,H
2017/2018,04/08/2017,17:00,Piast Gliwice,Slask Wroclaw,D
2017/2018,04/08/2017,19:30,Wisla Plock,Wisla,A
2017/2018,05/08/2017,14:30,Lechia Gdansk,Gornik Z.,D
2017/2018,05/08/2017,17:00,Zaglebie,Pogon Szczecin,H
2017/2018,05/08/2017,19:30,Termalica B-B.,Legia,H
2017/2018,06/08/2017,14:30,Jagiellonia,Sandecja Nowy S.,A
2017/2018,06/08/2017,17:00,Cracovia,Lech Poznan,A
2017/2018,07/08/2017,17:00,Arka Gdynia,Korona Kielce,D
2017/2018,11/08/2017,19:30,Legia,Piast Gliwice,H
2017/2018,12/08/2017,14:30,Sandecja Nowy S.,Wisla Plock,A
2017/2018,12/08/2017,17:00,Lech Poznan,Zaglebie,D
2017/2018,12/08/2017,19:30,Wisla,Cracovia,H
2017/2018,13/08/2017,14:30,Gornik Z.,Arka Gdynia,D
2017/2018,13/08/2017,17:00,Korona Kielce,Jagiellonia,A
2017/2018,14/08/2017,17:00,Pogon Szczecin,Lechia Gdansk,D
2017/2018,15/08/2017,14:30,Slask Wroclaw,Termalica B-B.,D
2017/2018,18/08/2017,17:00,Lechia Gdansk,Sandecja Nowy S.,A
2017/2018,18/08/2017,19:30,Cracovia,Gornik Z.,D
2017/2018,19/08/2017,14:30,Arka Gdynia,Pogon Szczecin,A
2017/2018,19/08/2017,17:00,Piast Gliwice,Korona Kielce,H
2017/2018,19/08/2017,19:30,Jagiellonia,Slask Wroclaw,D
2017/2018,20/08/2017,14:30,Wisla Plock,Legia,A
2017/2018,20/08/2017,17:00,Termalica B-B.,Lech Poznan,A
2017/2018,21/08/2017,17:00,Zaglebie,Wisla,H
2017/2018,25/08/2017,17:00,Gornik Z.,Wisla Plock,H
2017/2018,25/08/2017,19:30,Slask Wroclaw,Cracovia,H
2017/2018,26/08/2017,14:30,Korona Kielce,Termalica B-B.,H
2017/2018,26/08/2017,17:00,Jagiellonia,Piast Gliwice,A
2017/2018,26/08/2017,19:30,Wisla,Lechia Gdansk,D
2017/2018,27/08/2017,14:30,Lech Poznan,Arka Gdynia,H
2017/2018,27/08/2017,14:30,Sandecja Nowy S.,Pogon Szczecin,H
2017/2018,27/08/2017,17:00,Legia,Zaglebie,H
2017/2018,08/09/2017,17:00,Zaglebie,Wisla Plock,D
2017/2018,08/09/2017,19:30,Arka Gdynia,Wisla,H
2017/2018,09/09/2017,14:30,Korona Kielce,Sandecja Nowy S.,H
2017/2018,09/09/2017,17:00,Slask Wroclaw,Legia,H
2017/2018,09/09/2017,19:30,Cracovia,Jagiellonia,D
2017/2018,10/09/2017,14:30,Termalica B-B.,Gornik Z.,A
2017/2018,10/09/2017,17:00,Pogon Szczecin,Lech Poznan,D
2017/2018,11/09/2017,17:00,Piast Gliwice,Lechia Gdansk,A
2017/2018,15/09/2017,17:00,Arka Gdynia,Zaglebie,D
2017/2018,15/09/2017,19:30,Lech Poznan,Korona Kielce,H
2017/2018,16/09/2017,14:30,Wisla Plock,Pogon Szczecin,H
2017/2018,16/09/2017,17:00,Gornik Z.,Slask Wroclaw,D
2017/2018,16/09/2017,19:30,Wisla,Piast Gliwice,H
2017/2018,17/09/2017,14:30,Sandecja Nowy S.,Termalica B-B.,H
2017/2018,17/09/2017,17:00,Legia,Cracovia,H
2017/2018,18/09/2017,17:00,Lechia Gdansk,Jagiellonia,D
2017/2018,22/09/2017,17:00,Piast Gliwice,Arka Gdynia,A
2017/2018,22/09/2017,19:30,Slask Wroclaw,Lech Poznan,H
2017/2018,23/09/2017,14:30,Termalica B-B.,Lechia Gdansk,H
2017/2018,23/09/2017,17:00,Pogon Szczecin,Gornik Z.,A
2017/2018,23/09/2017,19:30,Korona Kielce,Wisla,H
2017/2018,24/09/2017,14:30,Zaglebie,Sandecja Nowy S.,H
2017/2018,24/09/2017,17:00,Jagiellonia,Legia,H
2017/2018,25/09/2017,17:00,Cracovia,Wisla Plock,A
2017/2018,29/09/2017,17:00,Sandecja Nowy S.,Slask Wroclaw,D
2017/2018,29/09/2017,19:30,Arka Gdynia,Cracovia,D
2017/2018,30/09/2017,14:30,Lechia Gdansk,Zaglebie,H
2017/2018,30/09/2017,17:00,Pogon Szczecin,Korona Kielce,D
2017/2018,30/09/2017,19:30,Wisla,Jagiellonia,D
2017/2018,01/10/2017,14:30,Gornik Z.,Piast Gliwice,H
2017/2018,01/10/2017,14:30,Wisla Plock,Termalica B-B.,H
2017/2018,01/10/2017,17:00,Lech Poznan,Legia,H
2017/2018,13/10/2017,17:00,Korona Kielce,Wisla Plock,H
2017/2018,13/10/2017,19:30,Jagiellonia,Lech Poznan,D
2017/2018,14/10/2017,14:30,Piast Gliwice,Sandecja Nowy S.,D
2017/2018,14/10/2017,17:00,Termalica B-B.,Arka Gdynia,D
2017/2018,14/10/2017,19:30,Slask Wroclaw,Wisla,A
2017/2018,15/10/2017,14:30,Zaglebie,Gornik Z.,H
2017/2018,15/10/2017,17:00,Legia,Lechia Gdansk,H
2017/2018,16/10/2017,17:00,Cracovia,Pogon Szczecin,H
2017/2018,20/10/2017,17:00,Zaglebie,Piast Gliwice,D
2017/2018,20/10/2017,19:30,Gornik Z.,Korona Kielce,D
2017/2018,21/10/2017,14:30,Sandecja Nowy S.,Cracovia,D
2017/2018,21/10/2017,17:00,Pogon Szczecin,Termalica B-B.,A
2017/2018,21/10/2017,19:30,Lechia Gdansk,Lech Poznan,D
2017/2018,22/10/2017,14:30,Arka Gdynia,Jagiellonia,H
2017/2018,22/10/2017,17:00,Wisla,Legia,A
2017/2018,23/10/2017,17:00,Wisla Plock,Slask Wroclaw,H
2017/2018,27/10/2017,17:00,Slask Wroclaw,Pogon Szczecin,H
2017/2018,27/10/2017,19:30,Lech Poznan,Wisla,D
2017/2018,28/10/2017,14:30,Piast Gliwice,Wisla Plock,H
2017/2018,28/10/2017,17:00,Cracovia,Termalica B-B.,D
2017/2018,28/10/2017,19:30,Sandecja Nowy S.,Gornik Z.,A
2017/2018,29/10/2017,14:30,Jagiellonia,Zaglebie,H
2017/2018,29/10/2017,17:00,Legia,Arka Gdynia,H
2017/2018,30/10/2017,17:00,Lechia Gdansk,Korona Kielce,A
2017/2018,03/11/2017,17:00,Korona Kielce,Slask Wroclaw,H
2017/2018,03/11/2017,19:30,Arka Gdynia,Lechia Gdansk,A
2017/2018,04/11/2017,14:30,Wisla Plock,Jagiellonia,A
2017/2018,04/11/2017,17:00,Wisla,Sandecja Nowy S.,H
2017/2018,04/11/2017,19:30,Gornik Z.,Lech Poznan,H
2017/2018,05/11/2017,14:30,Termalica B-B.,Piast Gliwice,H
2017/2018,05/11/2017,14:30,Zaglebie,Cracovia,A
2017/2018,05/11/2017,17:00,Pogon Szczecin,Legia,A
2017/2018,17/11/2017,17:00,Jagiellonia,Termalica B-B.,D
2017/2018,17/11/2017,19:30,Wisla,Pogon Szczecin,H
2017/2018,18/11/2017,14:30,Piast Gliwice,Cracovia,H
2017/2018,18/11/2017,17:00,Sandecja Nowy S.,Lech Poznan,D
2017/2018,18/11/2017,19:30,Lechia Gdansk,Wisla Plock,H
2017/2018,19/11/2017,14:30,Slask Wroclaw,Arka Gdynia,A
2017/2018,19/11/2017,17:00,Legia,Gornik Z.,H
2017/2018,20/11/2017,17:00,Zaglebie,Korona Kielce,D
2017/2018,24/11/2017,17:00,Cracovia,Lechia Gdansk,H
2017/2018,24/11/2017,19:30,Gornik Z.,Jagiellonia,H
2017/2018,25/11/2017,15:00,Pogon Szczecin,Piast Gliwice,D
2017/2018,25/11/2017,17:00,Arka Gdynia,Sandecja Nowy S.,H
2017/2018,25/11/2017,19:30,Korona Kielce,Legia,H
2017/2018,26/11/2017,14:30,Lech Poznan,Wisla Plock,H
2017/2018,26/11/2017,17:00,Slask Wroclaw,Zaglebie,H
2017/2018,27/11/2017,17:00,Termalica B-B.,Wisla,D
2017/2018,01/12/2017,17:00,Jagiellonia,Pogon Szczecin,H
2017/2018,01/12/2017,19:30,Lechia Gdansk,Slask Wroclaw,H
2017/2018,02/12/2017,14:30,Wisla Plock,Arka Gdynia,H
2017/2018,02/12/2017,17:00,Zaglebie,Termalica B-B.,H
2017/2018,02/12/2017,19:30,Sandecja Nowy S.,Legia,D
2017/2018,03/12/2017,14:30,Piast Gliwice,Lech Poznan,D
2017/2018,03/12/2017,17:00,Wisla,Gornik Z.,A
2017/2018,04/12/2017,17:00,Cracovia,Korona Kielce,D
2017/2018,08/12/2017,17:00,Sandecja Nowy S.,Jagiellonia,A
2017/2018,08/12/2017,19:30,Gornik Z.,Lechia Gdansk,D
2017/2018,09/12/2017,14:30,Slask Wroclaw,Piast Gliwice,D
2017/2018,09/12/2017,17:00,Korona Kielce,Arka Gdynia,A
2017/2018,09/12/2017,19:30,Legia,Termalica B-B.,H
2017/2018,10/12/2017,14:30,Pogon Szczecin,Zaglebie,D
2017/2018,10/12/2017,14:30,Wisla,Wisla Plock,A
2017/2018,10/12/2017,17:00,Lech Poznan,Cracovia,H
2017/2018,12/12/2017,17:00,Jagiellonia,Korona Kielce,H
2017/2018,12/12/2017,17:00,Piast Gliwice,Legia,A
2017/2018,12/12/2017,19:30,Arka Gdynia,Gornik Z.,H
2017/2018,12/12/2017,19:30,Termalica B-B.,Slask Wroclaw,H
2017/2018,13/12/2017,17:00,Lechia Gdansk,Pogon Szczecin,A
2017/2018,13/12/2017,17:00,Zaglebie,Lech Poznan,D
2017/2018,13/12/2017,19:30,Cracovia,Wisla,A
2017/2018,13/12/2017,19:30,Wisla Plock,Sandecja Nowy S.,D
2017/2018,15/12/2017,17:00,Korona Kielce,Piast Gliwice,D
2017/2018,15/12/2017,19:30,Slask Wroclaw,Jagiellonia,H
2017/2018,16/12/2017,14:30,Pogon Szczecin,Arka Gdynia,H
2017/2018,16/12/2017,17:00,Sandecja Nowy S.,Lechia Gdansk,D
2017/2018,16/12/2017,19:30,Legia,Wisla Plock,A
2017/2018,17/12/2017,14:30,Lech Poznan,Termalica B-B.,H
2017/2018,17/12/2017,17:00,Wisla,Zaglebie,A
2017/2018,18/12/2017,17:00,Gornik Z.,Cracovia,A
2017/2018,09/02/2018,17:00,Wisla Plock,Gornik Z.,H
2017/2018,09/02/2018,19:30,Zaglebie,Legia,A
2017/2018,10/02/2018,14:30,Pogon Szczecin,Sandecja Nowy S.,H
2017/2018,10/02/2018,17:00,Cracovia,Slask Wroclaw,H
2017/2018,10/02/2018,19:30,Lechia Gdansk,Wisla,D
2017/2018,11/02/2018,14:30,Termalica B-B.,Korona Kielce,A
2017/2018,11/02/2018,17:00,Arka Gdynia,Lech Poznan,D
2017/2018,12/02/2018,17:00,Piast Gliwice,Jagiellonia,A
